[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type

9	320	80	443
9	336	80	442
9	352	80	443
9	368	80	442
9	384	80	443
9	400	80	442
9	416	80	443
9	432	80	442
9	448	80	443
9	464	80	442
9	480	80	443
9	496	80	442
9	512	80	443
9	528	80	442
9	544	80	443
9	560	80	442
9	576	80	443
9	592	80	442
9	608	80	443
9	624	80	442
9	640	80	443
9	656	80	442
9	672	80	443
9	688	80	442
9	704	80	443
9	720	80	442
9	736	80	443
9	752	80	442
			
9	912	80	442
9	928	80	443
9	944	80	442
9	960	80	443

9	272	80	442
9	288	80	443
9	304	80	442
9	320	80	443
9	336	80	442
9	352	80	443
9	368	80	442
9	384	80	443
9	400	80	442
9	416	80	443
9	432	80	442
9	448	80	443
9	464	80	442
9	480	80	443
9	496	80	442
9	512	80	443
9	528	80	442
9	544	80	443
9	560	80	442
9	576	80	443
9	592	80	442
9	608	80	443
9	624	80	442
9	640	80	443
9	656	80	442
9	672	80	443
9	688	80	442
9	704	80	443
9	720	80	442
9	736	80	443
9	752	80	442

9	272	96	441
9	288	96	444
9	304	96	441
9	320	96	444
9	336	96	441
9	352	96	444
9	368	96	441
9	384	96	444
9	400	96	441
9	416	96	444
9	432	96	441
9	448	96	444
9	464	96	441
9	480	96	444
9	496	96	441
9	512	96	444
9	528	96	441
9	544	96	444
9	560	96	441
9	576	96	444
9	592	96	441
9	608	96	444
9	624	96	441
9	640	96	444
9	656	96	441
9	672	96	444
9	688	96	441
9	704	96	444
9	720	96	441
9	736	96	444
9	752	96	441
			

			
9	912	96	441
9	928	96	444
9	944	96	441
9	960	96	444

9	272	112	442
9	288	112	443
9	304	112	442
9	320	112	443
9	336	112	442
9	352	112	443
9	368	112	442
9	384	112	443
9	400	112	442
9	416	112	443
9	432	112	442
9	448	112	443
9	464	112	442
9	480	112	443
9	496	112	442
9	512	112	443
9	528	112	442
9	544	112	443
9	560	112	442
9	576	112	443
9	592	112	442
9	608	112	443
9	624	112	442
9	640	112	443
9	656	112	442
9	672	112	443
9	688	112	442
9	704	112	443
9	720	112	442
9	736	112	443
9	752	112	442



9	272	96	441
9	288	96	444
9	304	96	441
9	320	96	444
9	336	96	441
9	352	96	444
9	368	96	441
9	384	96	444
9	400	96	441
9	416	96	444
9	432	96	441
9	448	96	444
9	464	96	441
9	480	96	444
9	496	96	441
9	512	96	444
9	528	96	441
9	544	96	444
9	560	96	441
9	576	96	444
9	592	96	441
9	608	96	444
9	624	96	441
9	640	96	444
9	656	96	441
9	672	96	444
9	688	96	441
9	704	96	444
9	720	96	441
9	736	96	444
9	752	96	441

9	272	112	442
9	288	112	443
9	304	112	442
9	320	112	443
9	336	112	442
9	352	112	443
9	368	112	442
9	384	112	443
9	400	112	442
9	416	112	443
9	432	112	442
9	448	112	443
9	464	112	442
9	480	112	443
9	496	112	442
9	512	112	443
9	528	112	442
9	544	112	443
9	560	112	442
9	576	112	443
9	592	112	442
9	608	112	443
9	624	112	442
9	640	112	443
9	656	112	442
9	672	112	443
9	688	112	442
9	704	112	443
9	720	112	442
9	736	112	443
9	752	112	442
			
9	912	112	442
9	928	112	443
9	944	112	442
9	960	112	443			
			
9	272	112	442
9	288	112	443
9	304	112	442
9	320	112	443
9	336	112	442
9	352	112	443
9	368	112	442
9	384	112	443
9	400	112	442
9	416	112	443
9	432	112	442
9	448	112	443
9	464	112	442
9	480	112	443
9	496	112	442
9	512	112	443
9	528	112	442
9	544	112	443
9	560	112	442
9	576	112	443
9	592	112	442
9	608	112	443
9	624	112	442
9	640	112	443
9	656	112	442
9	672	112	443
9	688	112	442
9	704	112	443
9	720	112	442
9	736	112	443
9	752	112	442

9	240	128	441
9	256	128	444
9	272	128	441
9	288	128	444
9	304	128	441
9	320	128	444
9	336	128	441
9	352	128	444
9	368	128	441
9	384	128	444
9	400	128	441
9	416	128	444
9	432	128	441
9	448	128	444
9	464	128	441
9	480	128	444
9	496	128	441
9	512	128	444
9	528	128	441
9	544	128	444
9	560	128	441
9	576	128	444
9	592	128	441
9	608	128	444
9	624	128	441
9	640	128	444
9	656	128	441
9	672	128	444
9	688	128	441
9	704	128	444
9	720	128	441
9	736	128	444
9	752	128	441

9	240	144	442
9	256	144	443
9	272	144	442
9	288	144	443
9	304	144	442
9	320	144	443
9	336	144	442
9	352	144	443
9	368	144	442
9	384	144	443
9	400	144	442
9	416	144	443
9	432	144	442

9	464	144	442
9	480	144	443

9	512	144	443
9	528	144	442

9	560	144	442
9	576	144	443

9	608	144	443
9	624	144	442
9	640	144	443
9	656	144	442
9	672	144	443
9	688	144	442
9	704	144	443
9	720	144	442
9	736	144	443
9	752	144	442


9	416	160	446
9	432	160	446

9	288	160	446
9	304	160	446

9	352	160	446
9	368	160	446

9	416	160	446
9	432	160	446
9	448	160	446
9	464	160	446
9	480	160	446
9	496	160	446
9	512	160	446
9	528	160	446
9	544	160	446
9	560	160	446
9	576	160	446
9	592	160	446
9	608	160	446
9	624	160	446


# Gimmick
1	928	140	1
# Hidden
11	256	128	4	1	32	0	240

[MAP_TEXTURES]
#idScene	rowSprites	columnSprites	IDTileSet
1	6	8	13	
[MAP]
# filePath	column	row	index	align
map/map_1c.txt	32	6	0	0

[CAMERA]
#xLeft	xRight	yTop
256	1008	0
